"Window_Scheme","Window_Type","Window_Size","Train_Start_Index","Train_End_Index","Train_Periods","Train_Range_Label","Test_Index","Test_Period","Feature_Scheme","Predictors","N_Predictors","Train_N","Train_Pos","Train_Neg","Test_N","Test_Pos","Test_Neg","Model","Tune_CV_AUC","Train_AUC","Test_AUC","Error","Has_Test_AUC","Run_Status"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,584,84,500,26,9,17,"XGBoost",0.75293417493484,0.949797619047619,0.813725490196078,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,584,84,500,26,9,17,"DNN",0.74272667663228,0.827,0.738562091503268,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"Logistic",NA,0.750452380952381,0.464052287581699,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"Ridge",NA,0.750452380952381,0.464052287581699,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"Lasso",NA,0.750452380952381,0.464052287581699,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"SVM_Radial",0.77880729543115,0.738952380952381,0.607843137254902,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"RandomForest",0.68401970125063,0.987523809523809,0.545751633986928,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"XGBoost",0.731610603248133,0.907178571428571,0.624183006535948,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"DNN",0.82596866991918,0.750452380952381,0.464052287581699,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"Logistic",NA,0.77197619047619,0.738562091503268,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"Ridge",0.777699271196093,0.737380952380952,0.947712418300654,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"Lasso",0.831386376952056,0.75597619047619,0.437908496732026,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"SVM_Radial",0.756160131524191,0.818809523809524,0.901960784313726,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"RandomForest",0.726168735078958,1,0.915032679738562,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"XGBoost",0.730765203035679,0.96947619047619,0.869281045751634,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"DNN",0.771170767899774,0.829404761904762,0.745098039215686,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"Logistic",NA,0.817571428571429,0.594771241830065,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"Ridge",0.79549754145038,0.71102380952381,0.986928104575163,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"Lasso",0.812247437413759,0.757714285714286,0.673202614379085,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"SVM_Radial",0.744971677398865,0.981285714285714,0.947712418300654,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"RandomForest",0.709306931302977,1,0.859477124183007,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"XGBoost",0.729684454191033,0.952142857142857,0.666666666666667,NA,TRUE,"OK"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"DNN",0.731074780427974,0.842261904761905,0.816993464052288,NA,TRUE,"OK"
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"Logistic",NA,0.796363012523589,0.685,NA,TRUE,"OK"
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"Ridge",0.813868919011195,0.767982746366689,0.7125,NA,TRUE,"OK"
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"Lasso",0.825400460466728,0.79834816067446,0.5125,NA,TRUE,"OK"
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"SVM_Radial",0.785995768962687,0.829277259025072,0.6025,NA,TRUE,"OK"
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"RandomForest",0.806897531336603,1,0.39,NA,TRUE,"OK"
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"XGBoost",0.794842940132883,0.924515354263167,0.5775,NA,TRUE,"OK"
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"DNN",0.792131964816941,0.830233071097713,0.6725,NA,TRUE,"OK"
