"Window_Scheme","Window_Type","Window_Size","Train_Start_Index","Train_End_Index","Train_Periods","Train_Range_Label","Test_Index","Test_Period","Feature_Scheme","Predictors","N_Predictors","Train_N","Train_Pos","Train_Neg","Test_N","Test_Pos","Test_Neg","Model","Param","Value","Tune_CV_AUC"
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"DNN","dropout","0.2",0.82596866991918
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"DNN","learning_rate","0.001",0.82596866991918
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","2_HA_dN_Only","HA",1,584,84,500,26,9,17,"DNN","epochs","120",0.82596866991918
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"Ridge","lambda","0.348070058842841",0.777699271196093
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"Lasso","lambda","0.0825404185268019",0.831386376952056
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"SVM_Radial","C","0.25",0.756160131524191
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"SVM_Radial","gamma","0.03125",0.756160131524191
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"RandomForest","mtry","1",0.726168735078958
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"RandomForest","ntree","1000",0.726168735078958
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"XGBoost","nrounds","50",0.730765203035679
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"XGBoost","max_depth","3",0.730765203035679
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"XGBoost","eta","0.1",0.730765203035679
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"DNN","units","8",0.771170767899774
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"DNN","dropout","0.2",0.771170767899774
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"DNN","learning_rate","0.001",0.771170767899774
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,584,84,500,26,9,17,"DNN","epochs","120",0.771170767899774
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"Ridge","lambda","10",0.79549754145038
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"Lasso","lambda","0.0825404185268019",0.812247437413759
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"SVM_Radial","C","0.25",0.744971677398865
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"SVM_Radial","gamma","0.25",0.744971677398865
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"RandomForest","mtry","1",0.709306931302977
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"RandomForest","ntree","500",0.709306931302977
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"XGBoost","nrounds","200",0.729684454191033
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"XGBoost","max_depth","2",0.729684454191033
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"XGBoost","eta","0.03",0.729684454191033
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"DNN","units","8",0.731074780427974
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"DNN","dropout","0",0.731074780427974
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"DNN","learning_rate","0.001",0.731074780427974
"rolling_width_10","rolling",10,2,11,"Fuj02,Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19","Fuj02-HK19 -> Cam20",12,"Cam20","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,584,84,500,26,9,17,"DNN","epochs","120",0.731074780427974
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"Ridge","lambda","10",0.813868919011195
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"Lasso","lambda","0.0825404185268019",0.825400460466728
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"SVM_Radial","C","1",0.785995768962687
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"SVM_Radial","gamma","0.05",0.785995768962687
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"RandomForest","mtry","2",0.806897531336603
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"RandomForest","ntree","500",0.806897531336603
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"XGBoost","nrounds","100",0.794842940132883
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"XGBoost","max_depth","3",0.794842940132883
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"XGBoost","eta","0.03",0.794842940132883
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"DNN","units","8",0.792131964816941
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"DNN","dropout","0.2",0.792131964816941
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"DNN","learning_rate","0.001",0.792131964816941
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","1_Selected_dN_Final_HA_x_PB1_plus_PB2_NA","HA,PB1,PB2,NA_seg,HA_x_PB1",5,556,87,469,58,8,50,"DNN","epochs","120",0.792131964816941
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"Ridge","fallback","logistic_for_single_predictor",NA
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"Lasso","fallback","logistic_for_single_predictor",NA
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"SVM_Radial","C","4",0.831756324975617
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"SVM_Radial","gamma","0.25",0.831756324975617
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"RandomForest","mtry","1",0.625217285153104
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"RandomForest","ntree","1000",0.625217285153104
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"XGBoost","nrounds","50",0.741461379544919
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"XGBoost","max_depth","3",0.741461379544919
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"XGBoost","eta","0.03",0.741461379544919
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"DNN","units","8",0.750235096995629
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"DNN","dropout","0",0.750235096995629
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"DNN","learning_rate","0.001",0.750235096995629
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","2_HA_dN_Only","HA",1,556,87,469,58,8,50,"DNN","epochs","120",0.750235096995629
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"Ridge","lambda","0.562341325190349",0.838103621762786
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"Lasso","lambda","0.0825404185268019",0.830956016022284
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"SVM_Radial","C","0.25",0.752670455789912
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"SVM_Radial","gamma","0.03125",0.752670455789912
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"RandomForest","mtry","1",0.81616899798884
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"RandomForest","ntree","1000",0.81616899798884
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"XGBoost","nrounds","50",0.820075879093342
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"XGBoost","max_depth","2",0.820075879093342
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"XGBoost","eta","0.1",0.820075879093342
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"DNN","units","8",0.837845913712091
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"DNN","dropout","0.2",0.837845913712091
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"DNN","learning_rate","0.001",0.837845913712091
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","3_All_dN_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS",8,556,87,469,58,8,50,"DNN","epochs","120",0.837845913712091
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,556,87,469,58,8,50,"Ridge","lambda","2.37137370566166",0.833056750527269
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,556,87,469,58,8,50,"Lasso","lambda","0.0510896977450693",0.825291592423815
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,556,87,469,58,8,50,"SVM_Radial","C","1",0.774192830427394
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,556,87,469,58,8,50,"SVM_Radial","gamma","0.015625",0.774192830427394
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,556,87,469,58,8,50,"RandomForest","mtry","1",0.747272517325479
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,556,87,469,58,8,50,"RandomForest","ntree","500",0.747272517325479
"rolling_width_10","rolling",10,3,12,"Cal04,Wis05,Bris07,Prth09,Vic11,Swtz13,HK15,Kan17,HK19,Cam20","Cal04-Cam20 -> Dar21",13,"Dar21","4_All_dN_All_dS_PB2_to_NS","PB2,PB1,PA,HA,NP,NA_seg,M,NS,PB2_syn,PB1_syn,PA_syn,HA_syn,NP_syn,NA_syn,M_syn,NS_syn",16,556,87,469,58,8,50,"XGBoost","nrounds","100",0.781173107918507
