"Window_Scheme","Window_Type","Window_Size","Test_Index","Test_Period","Train_Range_Label","Term","Beta","SE","CI95_Low_Beta","CI95_High_Beta","OR","OR_CI95_Low","OR_CI95_High","Error"
"rolling_width_9","rolling",9,10,"Kan17","Mos99-HK15 -> Kan17","PB2",0.332932124787112,0.139204102980153,0.0600920829460112,0.605772166628213,1.39505260576359,1.06193432808468,1.83266678680396,NA
"rolling_width_9","rolling",9,10,"Kan17","Mos99-HK15 -> Kan17","NA_seg",0.352626731694059,0.205866205125785,-0.0508710303524801,0.756124493740598,1.42279995817238,0.950401235541024,2.13000535486776,NA
"rolling_width_9","rolling",9,10,"Kan17","Mos99-HK15 -> Kan17","HA:PB1",-0.334938246799902,0.144849796276989,-0.6188438475028,-0.0510326460970034,0.715382262132528,0.53856674307025,0.950247648149151,NA
"rolling_width_9","rolling",9,11,"HK19","Fuj02-Kan17 -> HK19","(Intercept)",-0.938022195774975,0.595436043715436,-2.10507684145723,0.22903244990728,0.391401185256961,0.121836311829629,1.25738284030442,NA
"rolling_width_9","rolling",9,11,"HK19","Fuj02-Kan17 -> HK19","HA",1.34379893645843,0.19127453098456,0.968900855728687,1.71869701718816,3.83357940196723,2.63504657070422,5.57725665822286,NA
"rolling_width_9","rolling",9,11,"HK19","Fuj02-Kan17 -> HK19","PB1",0.285634062050909,0.157748753566937,-0.0235534949402875,0.594821619042105,1.33060544712198,0.976721723600991,1.8127075636069,NA
"rolling_width_9","rolling",9,11,"HK19","Fuj02-Kan17 -> HK19","PB2",0.250256774567454,0.146216420455161,-0.0363274095246621,0.536840958659569,1.28435516409227,0.964324512760793,1.7105944790389,NA
"rolling_width_9","rolling",9,11,"HK19","Fuj02-Kan17 -> HK19","NA_seg",0.250438907387505,0.206527742451482,-0.154355467817401,0.65523328259241,1.2845891086241,0.856967342552131,1.92559167200152,NA
"rolling_width_9","rolling",9,11,"HK19","Fuj02-Kan17 -> HK19","HA:PB1",-0.371411605936927,0.174939197995643,-0.714292434008387,-0.0285307778654664,0.689759973821116,0.489538369983817,0.971872381528406,NA
"rolling_width_9","rolling",9,12,"Cam20","Cal04-HK19 -> Cam20","(Intercept)",-0.937240292612454,0.605230928226146,-2.1234929119357,0.249012326710791,0.391707342758689,0.119613099970754,1.28275784515733,NA
"rolling_width_9","rolling",9,12,"Cam20","Cal04-HK19 -> Cam20","HA",1.40063375681867,0.202709497877379,1.00332314097901,1.79794437265834,4.05777079202769,2.72733008819018,6.03722441663059,NA
"rolling_width_9","rolling",9,12,"Cam20","Cal04-HK19 -> Cam20","PB1",0.137972218833063,0.173395301615848,-0.201882572333999,0.477827010000125,1.14794365861677,0.817190883126313,1.6125665013749,NA
"rolling_width_9","rolling",9,12,"Cam20","Cal04-HK19 -> Cam20","PB2",0.236487595924204,0.150977281895928,-0.0594278765918158,0.532403068440223,1.26679184214065,0.942303493279938,1.70301986860762,NA
"rolling_width_9","rolling",9,12,"Cam20","Cal04-HK19 -> Cam20","NA_seg",0.272465559193743,0.181021405357085,-0.0823363953061449,0.62726751369363,1.31319823052781,0.920962099254313,1.87248703725989,NA
"rolling_width_9","rolling",9,12,"Cam20","Cal04-HK19 -> Cam20","HA:PB1",-0.273543208204895,0.1601127725381,-0.587364242379571,0.0402778259697806,0.760679468051464,0.555790284308614,1.04109997862748,NA
"rolling_width_9","rolling",9,13,"Dar21","Wis05-Cam20 -> Dar21","(Intercept)",-0.803887683848309,0.57294978813731,-1.92686926859744,0.319093900900819,0.447585506363018,0.145603330583073,1.3758805152602,NA
"rolling_width_9","rolling",9,13,"Dar21","Wis05-Cam20 -> Dar21","HA",1.29765048247737,0.195110217389315,0.915234456394309,1.68006650856042,3.66068571056139,2.49736070545683,5.36591283839272,NA
"rolling_width_9","rolling",9,13,"Dar21","Wis05-Cam20 -> Dar21","PB1",0.159267263027078,0.172388720457842,-0.178614629070293,0.49714915512445,1.17265131114261,0.836428172398155,1.64402771559194,NA
"rolling_width_9","rolling",9,13,"Dar21","Wis05-Cam20 -> Dar21","PB2",0.282697487536923,0.152466809059594,-0.0161374582198812,0.581532433293728,1.32670375668398,0.983992052962734,1.78877751370016,NA
"rolling_width_9","rolling",9,13,"Dar21","Wis05-Cam20 -> Dar21","NA_seg",0.393999019097363,0.173717437991259,0.0535128406344965,0.73448519756023,1.48289909409441,1.0549705381717,2.08440865758861,NA
"rolling_width_9","rolling",9,13,"Dar21","Wis05-Cam20 -> Dar21","HA:PB1",-0.291428750841987,0.159005876566899,-0.603080268913109,0.0202227672291363,0.747195248738813,0.547123749578957,1.02042863276818,NA
"rolling_width_9","rolling",9,14,"TH22","Bris07-Dar21 -> TH22","(Intercept)",-0.746404740832346,0.527327391084044,-1.77996642735707,0.28715694569238,0.474067889460863,0.168643808991937,1.33263334812737,NA
"rolling_width_9","rolling",9,14,"TH22","Bris07-Dar21 -> TH22","HA",1.30823488256775,0.181306395959214,0.952874346487688,1.66359541864781,3.69963765053901,2.59315257643025,5.27825430315708,NA
"rolling_width_9","rolling",9,14,"TH22","Bris07-Dar21 -> TH22","PB1",-0.133913231309196,0.157445230240164,-0.442505882579918,0.174679419961526,0.874665954930634,0.642424561843177,1.19086438806098,NA
"rolling_width_9","rolling",9,14,"TH22","Bris07-Dar21 -> TH22","PB2",0.277586425392775,0.147361511458953,-0.0112421370667724,0.566414987852323,1.31994019056376,0.988820819612744,1.76193914216716,NA
"rolling_width_9","rolling",9,14,"TH22","Bris07-Dar21 -> TH22","NA_seg",0.261756964464083,0.156018696394659,-0.0440396804694488,0.567553609397615,1.29921074967569,0.956915985844144,1.76394646661048,NA
"rolling_width_9","rolling",9,14,"TH22","Bris07-Dar21 -> TH22","HA:PB1",-0.170185241662321,0.158069747195545,-0.48000194616559,0.139631462840948,0.843508549197379,0.618782187552368,1.14984995832455,NA
"rolling_width_10","rolling",10,11,"HK19","Mos99-Kan17 -> HK19","(Intercept)",-0.924216730228789,0.708410869231063,-2.31270203392167,0.464268573464095,0.396842131818954,0.0989934063172504,1.59085017321168,NA
"rolling_width_10","rolling",10,11,"HK19","Mos99-Kan17 -> HK19","HA",1.69038227233643,0.231363262259017,1.23691027830875,2.1438542663641,5.4215528187132,3.44495305820941,8.53225993778122,NA
"rolling_width_10","rolling",10,11,"HK19","Mos99-Kan17 -> HK19","PB1",0.144597615830769,0.1544842492905,-0.158191512778611,0.447386744440149,1.15557449182232,0.853686274481607,1.56421913537416,NA
"rolling_width_10","rolling",10,11,"HK19","Mos99-Kan17 -> HK19","PB2",0.246483905073606,0.139276934830567,-0.0264988871943045,0.519466697341516,1.27951858929436,0.973849127539788,1.68113085903334,NA
"rolling_width_10","rolling",10,11,"HK19","Mos99-Kan17 -> HK19","NA_seg",0.471078072838019,0.21318702672418,0.053231500458627,0.888924645217411,1.60172003362173,1.05467377432271,2.43251243044582,NA
"rolling_width_10","rolling",10,11,"HK19","Mos99-Kan17 -> HK19","HA:PB1",-0.304265012090084,0.154949300964161,-0.60796564197984,-0.000564382200328228,0.737665350308397,0.544457364394964,0.999435777033348,NA
"rolling_width_10","rolling",10,12,"Cam20","Fuj02-HK19 -> Cam20","(Intercept)",-0.921495353069591,0.55160227392632,-2.00263580996518,0.159645103825997,0.39792355975152,0.134979034856186,1.17309447036741,NA
"rolling_width_10","rolling",10,12,"Cam20","Fuj02-HK19 -> Cam20","HA",1.49268376121989,0.196470913840342,1.10760077009282,1.87776675234696,4.44901961744598,3.02708699739129,6.53888559313863,NA
"rolling_width_10","rolling",10,12,"Cam20","Fuj02-HK19 -> Cam20","PB1",0.270173421224327,0.156960898177462,-0.0374699392034988,0.577816781652153,1.3101916460718,0.963223372547404,1.78214337230676,NA
"rolling_width_10","rolling",10,12,"Cam20","Fuj02-HK19 -> Cam20","PB2",0.229245000977959,0.14132826036556,-0.0477583893385391,0.506248391294458,1.25765012677839,0.953364102184434,1.65905537848719,NA
"rolling_width_10","rolling",10,12,"Cam20","Fuj02-HK19 -> Cam20","NA_seg",0.130006590341913,0.198982272605443,-0.259998663964755,0.520011844648581,1.13883588861778,0.771052615956349,1.68204757284329,NA
"rolling_width_10","rolling",10,12,"Cam20","Fuj02-HK19 -> Cam20","HA:PB1",-0.227250935232883,0.150182605405666,-0.521608841827988,0.0671069713622223,0.796720831876398,0.593564827452741,1.06940986828664,NA
"rolling_width_10","rolling",10,13,"Dar21","Cal04-Cam20 -> Dar21","(Intercept)",-0.898191380197907,0.563556305043297,-2.00276173808277,0.206378977686955,0.407305655045351,0.134962038270609,1.22921896229283,NA
"rolling_width_10","rolling",10,13,"Dar21","Cal04-Cam20 -> Dar21","HA",1.30574543179943,0.194180849704498,0.925150966378614,1.68633989722025,3.69043903924296,2.52224900641596,5.39968110512657,NA
"rolling_width_10","rolling",10,13,"Dar21","Cal04-Cam20 -> Dar21","PB1",0.164171478171458,0.171972824167342,-0.172895257196533,0.501238213539449,1.17841637045261,0.841225722570748,1.65076400410938,NA
"rolling_width_10","rolling",10,13,"Dar21","Cal04-Cam20 -> Dar21","PB2",0.286314718182471,0.151953634547862,-0.011514405531339,0.58414384189628,1.33151144017814,0.988551631533833,1.79345484724394,NA
"rolling_width_10","rolling",10,13,"Dar21","Cal04-Cam20 -> Dar21","NA_seg",0.395638699009542,0.173216192786099,0.0561349611487879,0.735142436870295,1.48533256846509,1.05774042796721,2.0857790631895,NA
"rolling_width_10","rolling",10,13,"Dar21","Cal04-Cam20 -> Dar21","HA:PB1",-0.29028010684893,0.157570725330062,-0.599118728495853,0.0185585147979921,0.748054003180063,0.549295501327066,1.0187317943107,NA
"rolling_width_10","rolling",10,14,"TH22","Wis05-Dar21 -> TH22","(Intercept)",-0.639957222483574,0.513696091120402,-1.64680156107956,0.366887116112414,0.527314980785836,0.192665151907695,1.44323499194283,NA
"rolling_width_10","rolling",10,14,"TH22","Wis05-Dar21 -> TH22","HA",1.28830575541077,0.178936112961073,0.93759097400707,1.63902053681448,3.62663693773645,2.55382177889576,5.15012268547629,NA
"rolling_width_10","rolling",10,14,"TH22","Wis05-Dar21 -> TH22","PB1",-0.0751416724084877,0.155420688553734,-0.379766221973807,0.229482877156832,0.927612059984349,0.684021299671501,1.25794932736984,NA
"rolling_width_10","rolling",10,14,"TH22","Wis05-Dar21 -> TH22","PB2",0.297438608620406,0.147084186917339,0.00915360226242057,0.585723614978391,1.34640571511114,1.00919562460033,1.79629033806193,NA
"rolling_width_10","rolling",10,14,"TH22","Wis05-Dar21 -> TH22","NA_seg",0.263991059912254,0.15586840063092,-0.0415110053243494,0.569493125148858,1.3021165552126,0.959338777448969,1.76737098845034,NA
"rolling_width_10","rolling",10,14,"TH22","Wis05-Dar21 -> TH22","HA:PB1",-0.178445890115652,0.157412359658717,-0.486974115046738,0.130082334815433,0.836569322322007,0.614482938600917,1.13892215240955,NA
