"Window_Scheme","Window_Type","Window_Size","Model_Name","Class","Formula","Avg_AUC_All_Tests","Median_AUC_All_Tests","Min_AUC_All_Tests","SD_AUC_All_Tests","Avg_Delta_vs_HA_dN_Only_All_Tests","Median_Delta_vs_HA_dN_Only_All_Tests","Avg_Delta_vs_Control1_All_dN_All_Tests","Avg_Delta_vs_Control2_All_dN_All_dS_All_Tests","Avg_Row_Selection_Score","N_Test_Periods","Test_Periods","N_Fixed_Terms","Fixed_Model_Selection_Score"
"rolling_width_8","rolling",8,"Representative_dN_HA_PB2_M","representative_dN_candidate","dom_binary ~ HA + PB2 + M + (1 | vaccine_code)",0.820235936443004,0.888453159041394,0.6175,0.134000182382508,0.0679390535974339,0.000749063670411998,0.0648656601633579,0.134164824284402,0.805235936443004,6,"HK15,Kan17,HK19,Cam20,Dar21,TH22",3,0.805235936443004
"rolling_width_10","rolling",10,"Representative_dN_HA_x_PB1_plus_PB2_NA","representative_dN_candidate","dom_binary ~ HA * PB1 + PB2 + NA_seg + (1 | vaccine_code)",0.828025722915429,0.858249158249158,0.6675,0.119416586967425,0.111580201525054,0.031875,0.103157679738562,0.159229302832244,0.803025722915429,4,"HK19,Cam20,Dar21,TH22",5,0.803025722915429
"rolling_width_7","rolling",7,"Representative_dN_HA_PB2_NA","representative_dN_candidate","dom_binary ~ HA + PB2 + NA_seg + (1 | vaccine_code)",0.809929753298974,0.874074074074074,0.54,0.146764366396991,0.053496710859914,-0.000374531835205971,0.0745671920124907,0.210239065663719,0.794929753298974,7,"Swtz13,HK15,Kan17,HK19,Cam20,Dar21,TH22",3,0.794929753298974
"rolling_width_6","rolling",6,"Representative_dN_HA_NA","representative_dN_candidate","dom_binary ~ HA + NA_seg + (1 | vaccine_code)",0.79765076970399,0.822222222222222,0.54,0.130482644549672,0.0467575653738048,-0.0017361111111111,0.0898498978248649,0.163510738179754,0.78765076970399,8,"Vic11,Swtz13,HK15,Kan17,HK19,Cam20,Dar21,TH22",2,0.78765076970399
"rolling_width_9","rolling",9,"Representative_dN_HA_PB2_M","representative_dN_candidate","dom_binary ~ HA + PB2 + M + (1 | vaccine_code)",0.797165332374311,0.874074074074074,0.6125,0.134805508088348,0.0808510205251691,0,0.0758968008255934,0.149732656805412,0.782165332374311,5,"Kan17,HK19,Cam20,Dar21,TH22",3,0.782165332374311
